client_id,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth,Variation,session_per_client,max_step_client,completion_rate,avg_steps_client,error_rate,avg_time_to_completion
9550257,140.0,56.5,F,2.0,38808.18,0.0,3.0,Control,1,4,True,5.0,False,430.0
8621093,110.0,38.5,F,2.0,25359.27,0.0,3.0,Test,1,4,True,5.0,False,501.0
2015629,189.0,49.5,F,2.0,53013.22,3.0,6.0,Test,1,4,True,5.0,False,291.0
1321300,105.0,52.5,F,2.0,30597.15,3.0,6.0,Control,1,4,True,5.0,False,353.0
6290066,182.0,53.5,F,2.0,23839.6,1.0,4.0,Test,1,4,True,5.0,False,655.0
2834681,287.0,34.0,F,2.0,45328.01,5.0,8.0,Control,1,0,False,1.0,False,
6363396,276.0,59.0,M,2.0,34770.0,3.0,6.0,Control,1,4,False,6.0,True,
571941,269.0,33.0,M,3.0,314365.55,5.0,8.0,Control,1,4,True,5.0,False,75.0
2343695,262.0,21.5,M,2.0,31534.07,1.0,4.0,Test,2,4,False,9.5,True,
5259513,240.0,57.0,M,3.0,993445.66,6.0,9.0,Control,3,2,False,3.0,True,
4079367,231.0,68.5,F,2.0,951824.78,6.0,9.0,Control,2,4,True,3.5,True,560.0
983062,422.0,60.5,F,2.0,326276.32,2.0,5.0,Test,1,4,False,15.0,True,
6362594,204.0,64.0,M,2.0,290376.91,6.0,9.0,Control,1,3,False,4.0,False,
6327246,201.0,55.0,F,3.0,118482.91,2.0,5.0,Control,1,3,False,5.0,True,
2097904,72.0,64.5,F,2.0,214370.6,2.0,5.0,Test,2,4,False,5.0,True,
9969821,70.0,88.0,U,2.0,316640.55,3.0,6.0,Test,3,4,False,10.333333333333334,True,
1183663,214.0,59.0,M,2.0,34135.84,0.0,3.0,Control,1,0,False,1.0,False,
3128351,49.0,27.5,U,3.0,48556.65,2.0,5.0,Test,2,4,True,3.0,False,188.0
8827881,57.0,49.5,U,3.0,70826.42,5.0,8.0,Test,1,4,True,5.0,False,338.0
1220970,272.0,47.0,F,3.0,680253.39,6.0,9.0,Control,2,1,False,2.5,True,
3149933,67.0,55.5,M,2.0,43816.88,3.0,6.0,Control,1,4,False,8.0,True,
568718,63.0,69.0,U,2.0,335000.34,6.0,9.0,Test,2,3,False,8.5,True,
1435852,80.0,29.0,U,2.0,24073.06,2.0,5.0,Test,1,4,False,7.0,True,
9663138,200.0,40.5,M,2.0,101137.25,3.0,6.0,Test,1,4,False,6.0,True,
5045965,106.0,49.5,M,2.0,42579.14,0.0,3.0,Test,1,4,False,6.0,True,
9220017,197.0,74.0,M,2.0,260836.76,2.0,5.0,Control,2,3,False,5.5,True,
8948070,101.0,44.0,U,2.0,32892.23,5.0,8.0,Test,1,3,False,5.0,True,
8827174,110.0,32.0,F,2.0,56341.41,3.0,6.0,Test,2,4,True,3.0,False,209.0
5316776,188.0,41.5,M,3.0,165798.75,6.0,9.0,Test,1,4,False,6.0,True,
5467090,65.0,27.5,U,2.0,41600.82,4.0,7.0,Test,1,4,True,5.0,False,134.0
9419326,73.0,34.0,U,2.0,47049.03,1.0,4.0,Control,1,0,False,3.0,True,
6536391,57.0,52.5,U,2.0,37577.88,2.0,5.0,Control,1,4,False,11.0,True,
1559596,75.0,44.0,M,2.0,39699.15,0.0,3.0,Test,1,0,False,1.0,False,
2546096,80.0,60.5,U,2.0,25037.31,0.0,3.0,Test,2,4,False,2.5,False,
2376505,86.0,72.0,U,2.0,45556.02,4.0,7.0,Control,2,4,False,6.0,True,
7441156,66.0,35.0,U,3.0,78547.84,1.0,4.0,Control,1,0,False,1.0,False,
8413855,188.0,55.0,M,2.0,43300.34,2.0,5.0,Control,1,4,True,5.0,False,140.0
4110011,122.0,43.0,M,2.0,34561.55,5.0,8.0,Control,1,0,False,3.0,True,
3775302,58.0,27.0,U,2.0,34959.91,0.0,3.0,Test,1,4,True,5.0,False,86.0
1537702,58.0,57.5,U,3.0,65934.1,6.0,9.0,Test,2,4,True,3.5,True,541.0
9044013,154.0,58.5,M,2.0,28699.77,3.0,6.0,Control,2,4,True,3.5,False,192.0
5281064,187.0,67.5,F,2.0,29252.31,2.0,5.0,Control,1,4,True,5.0,False,266.0
3394851,56.0,25.5,U,2.0,25051.41,1.0,4.0,Test,1,4,False,9.0,True,
9173025,138.0,38.5,M,2.0,107162.34,6.0,9.0,Control,1,4,True,5.0,False,351.0
9210764,57.0,25.5,U,2.0,29251.99,4.0,7.0,Control,1,4,False,6.0,True,
8097910,149.0,58.5,F,2.0,158700.94,5.0,8.0,Test,1,4,False,11.0,True,
477029,58.0,27.0,U,2.0,43026.08,6.0,9.0,Test,1,4,False,7.0,True,
8685018,61.0,34.5,F,3.0,25366.23,1.0,4.0,Control,1,4,True,5.0,False,309.0
4411577,131.0,52.5,F,2.0,88091.09,1.0,4.0,Control,2,4,True,3.0,False,751.0
2652105,64.0,27.5,U,2.0,46046.07,3.0,7.0,Control,1,4,True,5.0,False,291.0
3300476,173.0,28.0,M,2.0,88678.78,3.0,6.0,Test,1,4,False,7.0,True,
3024162,157.0,43.5,F,2.0,29596.94,4.0,7.0,Test,1,4,False,7.0,True,
2010755,173.0,64.5,M,2.0,23789.96,0.0,3.0,Test,2,4,True,3.0,False,150.0
3076584,124.0,66.5,F,2.0,61166.33,6.0,9.0,Control,1,4,False,6.0,True,
9092791,71.0,55.0,U,2.0,57909.07,1.0,4.0,Control,1,2,False,3.0,False,
2113915,65.0,38.5,U,2.0,36537.63,5.0,8.0,Test,1,4,True,5.0,False,223.0
4928966,325.0,65.5,M,2.0,343547.37,6.0,9.0,Test,6,4,False,2.6666666666666665,True,
728102,166.0,62.5,F,2.0,318843.1,4.0,7.0,Test,2,4,False,3.5,True,
9801271,150.0,46.5,F,2.0,29179.08,2.0,5.0,Control,2,4,True,3.0,False,106.0
1400233,139.0,31.0,M,3.0,63186.74,6.0,9.0,Control,1,4,True,5.0,False,78.0
8322930,165.0,74.0,F,2.0,120352.69,6.0,9.0,Control,4,4,True,2.25,True,721.0
5887227,79.0,32.5,U,2.0,60274.39,1.0,4.0,Test,2,4,False,4.0,True,
8504929,161.0,32.5,M,2.0,92186.15,2.0,5.0,Test,1,4,False,6.0,True,
8771478,284.0,51.0,F,2.0,46780.42,0.0,3.0,Test,1,3,False,11.0,True,
9875262,254.0,44.5,F,2.0,154686.68,4.0,7.0,Test,1,4,True,5.0,False,126.0
8345634,232.0,47.0,F,2.0,40432.77,2.0,5.0,Control,1,1,False,2.0,False,
2977468,227.0,22.5,F,2.0,28411.8,1.0,5.0,Test,1,4,True,5.0,False,74.0
8357092,75.0,52.5,U,2.0,40974.63,1.0,4.0,Control,1,4,True,5.0,False,172.0
1185501,147.0,53.5,F,2.0,27969.57,3.0,6.0,Test,2,4,False,4.0,True,
651801,142.0,47.5,F,2.0,54697.23,6.0,9.0,Test,4,4,False,4.5,True,
8062240,70.0,66.5,U,2.0,99822.68,3.0,6.0,Test,1,4,False,6.0,True,
7166801,196.0,51.5,F,2.0,811377.29,6.0,9.0,Test,4,4,True,2.25,False,94.0
2180052,68.0,43.5,U,2.0,165086.88,2.0,5.0,Test,3,4,False,5.0,True,
4195754,145.0,30.5,F,2.0,33091.68,1.0,4.0,Test,2,4,True,3.0,False,105.0
8310105,137.0,77.0,U,2.0,42614.73,3.0,6.0,Test,1,3,False,5.0,True,
9097791,196.0,51.0,F,2.0,39626.0,2.0,5.0,Control,1,4,False,6.0,True,
2001063,126.0,35.0,U,2.0,93131.97,3.0,6.0,Control,1,1,False,3.0,True,
6439467,69.0,30.5,U,2.0,26549.96,1.0,4.0,Test,1,4,False,7.0,True,
1309444,108.0,72.0,F,2.0,114455.31,4.0,7.0,Test,1,0,False,3.0,True,
1338762,86.0,39.0,U,2.0,52246.73,2.0,5.0,Control,2,2,False,18.0,True,
6163115,130.0,33.0,M,2.0,35832.44,1.0,4.0,Test,1,3,False,12.0,True,
5154317,189.0,48.0,M,2.0,113279.64,5.0,8.0,Control,1,3,False,7.0,True,
2177579,177.0,46.5,F,2.0,147366.15,4.0,7.0,Control,1,4,False,9.0,True,
4700003,160.0,39.0,F,2.0,109582.56,5.0,8.0,Test,1,1,False,2.0,False,
9500168,247.0,23.5,F,2.0,44147.55,0.0,3.0,Test,2,4,False,3.5,True,
9541159,84.0,34.5,U,2.0,29828.42,2.0,5.0,Test,2,4,False,2.5,False,
3892026,219.0,39.5,M,2.0,36137.27,0.0,3.0,Control,1,4,True,5.0,False,103.0
8192130,70.0,25.0,U,2.0,27649.04,1.0,4.0,Test,1,0,False,1.0,False,
9765226,101.0,28.0,U,2.0,26809.27,1.0,4.0,Test,1,4,True,5.0,False,99.0
6585563,71.0,47.5,F,2.0,639861.1000000001,4.0,7.0,Test,1,4,False,6.0,True,
1769222,318.0,21.5,M,2.0,71205.54000000001,4.0,7.0,Test,1,4,False,16.0,True,
987843,106.0,59.5,F,2.0,41906.08,0.0,3.0,Test,1,4,False,6.0,True,
4287944,76.0,22.5,U,3.0,39554.41,4.0,7.0,Control,1,4,False,6.0,True,
5052588,90.0,30.0,U,2.0,53657.72,6.0,9.0,Test,1,4,True,5.0,False,114.0
7236544,185.0,56.0,M,2.0,70783.73,6.0,9.0,Test,2,3,False,3.0,True,
4885619,131.0,31.0,M,2.0,81541.48,2.0,5.0,Test,1,3,False,9.0,True,
3404682,161.0,76.5,F,2.0,31058.89,3.0,6.0,Control,3,4,True,3.3333333333333335,False,330.0
8905979,124.0,58.0,F,3.0,159295.15999999997,4.0,7.0,Control,2,4,False,4.0,True,
6464365,88.0,33.5,U,2.0,70796.47,0.0,3.0,Control,1,4,False,11.0,True,
8442995,320.0,56.5,M,3.0,191691.33,2.0,5.0,Test,3,4,False,4.333333333333333,True,
7159995,140.0,25.5,M,3.0,89679.95,6.0,9.0,Control,1,4,False,7.0,True,
5471058,142.0,53.5,F,2.0,45590.0,0.0,3.0,Test,1,4,True,5.0,False,644.0
7033655,190.0,72.5,M,2.0,85563.54999999999,1.0,4.0,Test,1,4,True,5.0,False,103.0
2591463,125.0,22.5,M,2.0,52663.26,3.0,6.0,Control,1,4,False,6.0,True,
5269752,280.0,73.5,F,2.0,35601.55,0.0,3.0,Control,1,4,True,5.0,False,218.0
3734426,275.0,76.0,M,3.0,603152.05,6.0,9.0,Control,3,4,False,3.0,True,
7138212,235.0,71.5,F,2.0,41470.3,2.0,5.0,Test,4,4,False,1.5,True,
2188558,266.0,57.5,M,2.0,24941.42,6.0,9.0,Control,2,4,True,3.5,False,144.0
7305586,221.0,26.0,F,3.0,106857.45,1.0,4.0,Control,2,4,True,3.0,False,122.0
3919386,214.0,53.5,M,3.0,104501.97,6.0,9.0,Test,2,4,True,3.0,False,507.0
8900562,210.0,36.5,M,4.0,174183.24,6.0,9.0,Control,2,4,True,3.0,False,258.0
4535988,190.0,52.0,F,2.0,321308.79,6.0,9.0,Control,1,4,False,6.0,True,
1244241,67.0,50.5,U,2.0,225586.05,3.0,6.0,Test,1,4,False,12.0,True,
3613404,361.0,34.5,M,3.0,201282.43,6.0,9.0,Control,2,4,False,4.5,True,
6023550,190.0,46.5,F,2.0,30065.42,2.0,5.0,Test,2,4,False,6.5,True,
561544,71.0,67.5,U,2.0,31027.82,1.0,4.0,Test,1,4,True,5.0,False,109.0
9848611,107.0,30.0,M,2.0,33551.86,5.0,8.0,Control,4,3,False,2.25,True,
4554482,174.0,32.5,M,3.0,199414.21,6.0,9.0,Control,1,4,False,6.0,True,
528622,59.0,58.5,M,2.0,72634.91,6.0,9.0,Test,1,4,True,5.0,False,334.0
2111947,54.0,28.5,U,2.0,53479.66,6.0,9.0,Test,1,4,True,5.0,False,230.0
7473321,130.0,34.5,F,2.0,82405.98,6.0,9.0,Control,1,4,False,9.0,True,
4144091,252.0,25.0,F,3.0,329412.53,6.0,9.0,Test,3,4,True,8.0,True,90.0
3199307,66.0,57.0,F,2.0,40197.52,2.0,5.0,Test,1,0,False,1.0,False,
4834790,186.0,55.0,M,2.0,64186.09,3.0,6.0,Test,1,3,False,4.0,False,
2536813,253.0,84.0,F,2.0,47572.47,2.0,6.0,Test,4,2,False,5.0,True,
1143145,198.0,45.0,M,2.0,30369.55,1.0,4.0,Test,2,4,True,3.0,False,271.0
2218715,162.0,59.5,F,2.0,186303.82,6.0,9.0,Test,1,4,False,7.0,True,
8746468,160.0,57.0,F,2.0,52757.16,6.0,9.0,Control,1,4,False,4.0,False,
8019542,354.0,51.0,F,2.0,33058.02,2.0,5.0,Control,1,0,False,1.0,False,
1327977,154.0,36.0,M,2.0,71040.4,5.0,8.0,Control,4,4,True,3.0,True,112.0
4515949,57.0,65.5,U,2.0,90400.96,2.0,5.0,Test,2,4,False,2.5,False,
2733486,59.0,26.0,U,3.0,56654.9,6.0,9.0,Control,1,4,False,4.0,False,
3246483,195.0,56.0,M,3.0,57522.45,5.0,8.0,Control,2,2,False,3.5,True,
9062208,192.0,76.5,F,2.0,47284.19,2.0,5.0,Test,1,4,True,5.0,False,272.0
3176838,70.0,29.0,U,2.0,41979.11,4.0,7.0,Test,1,0,False,2.0,True,
1150259,94.0,59.0,U,2.0,80853.91,3.0,6.0,Test,1,4,True,5.0,False,232.0
9180317,74.0,52.5,F,2.0,28519.26,5.0,8.0,Test,1,4,True,5.0,False,240.0
6004361,107.0,23.5,F,2.0,58914.36,3.0,6.0,Test,1,4,True,5.0,False,134.0
4129537,428.0,58.5,F,5.0,518147.73,6.0,9.0,Test,3,4,True,3.6666666666666665,False,103.0
7888406,117.0,47.5,M,2.0,184360.76,2.0,5.0,Control,1,4,True,5.0,False,219.0
5747508,66.0,17.5,U,2.0,42447.47,6.0,9.0,Test,1,4,True,5.0,False,57.0
7334704,94.0,42.5,U,2.0,25546.06,6.0,9.0,Test,1,4,False,7.0,True,
4796345,81.0,45.0,F,2.0,40118.37,6.0,9.0,Test,1,4,True,5.0,False,119.0
7380697,115.0,57.5,M,2.0,44160.48,1.0,4.0,Test,1,4,True,5.0,False,267.0
7849272,107.0,63.0,M,2.0,81753.9,3.0,6.0,Control,1,3,False,5.0,True,
4465268,137.0,39.0,F,2.0,56444.06,0.0,3.0,Control,1,4,True,5.0,False,939.0
1752343,189.0,64.0,F,2.0,600560.3400000001,4.0,7.0,Test,1,1,False,2.0,False,
9268841,119.0,50.0,F,2.0,151145.41,2.0,5.0,Test,1,3,False,4.0,False,
5328856,58.0,46.5,U,4.0,41816.61,6.0,9.0,Control,1,4,True,5.0,False,175.0
4933730,147.0,31.5,F,2.0,36664.16,2.0,5.0,Test,1,4,True,5.0,False,143.0
6021910,121.0,55.0,F,2.0,52803.78999999999,0.0,3.0,Control,1,4,False,7.0,True,
9697625,184.0,39.0,M,3.0,100608.65,6.0,9.0,Control,4,4,False,3.5,True,
8240028,167.0,59.5,M,2.0,563027.39,5.0,8.0,Control,1,4,True,5.0,False,427.0
8943789,202.0,31.5,M,2.0,50293.94,0.0,3.0,Control,1,4,True,5.0,False,674.0
2223198,288.0,30.0,M,2.0,29639.8,0.0,3.0,Control,1,4,True,5.0,False,108.0
6104987,284.0,63.0,F,2.0,80513.79999999999,0.0,3.0,Test,1,4,True,5.0,False,554.0
1848842,283.0,72.5,F,2.0,44198.92999999999,4.0,7.0,Test,3,4,True,5.333333333333333,True,185.0
1790963,265.0,45.0,F,2.0,41769.6,0.0,3.0,Test,1,4,False,13.0,True,
48241,262.0,58.0,M,2.0,51519.06,6.0,9.0,Control,2,2,False,9.0,True,
3160385,250.0,69.0,M,3.0,350408.89,3.0,6.0,Control,2,4,False,1.0,False,
261857,250.0,57.0,F,3.0,1193209.88,6.0,9.0,Control,1,0,False,2.0,True,
9720380,228.0,76.0,M,2.0,87267.78,4.0,7.0,Test,2,1,False,2.0,False,
8557337,154.0,29.0,M,3.0,111241.0,5.0,8.0,Test,2,0,False,1.0,False,
7397134,158.0,54.5,F,3.0,416963.37,6.0,9.0,Control,2,4,False,3.5,True,
7267276,179.0,52.5,F,2.0,29751.72,1.0,4.0,Control,1,4,True,5.0,False,207.0
2025734,74.0,37.5,U,2.0,54248.33,1.0,4.0,Control,1,4,True,5.0,False,253.0
2966471,81.0,27.0,U,2.0,54410.67999999999,1.0,4.0,Test,1,3,False,5.0,True,
5932906,179.0,57.0,M,2.0,39672.02,0.0,3.0,Control,1,2,False,4.0,True,
5260155,111.0,67.5,F,2.0,48870.05,2.0,5.0,Test,1,4,True,5.0,False,180.0
526971,58.0,53.0,U,2.0,52656.82,0.0,3.0,Control,5,2,False,4.0,True,
233965,94.0,21.5,F,2.0,25034.4,1.0,4.0,Control,1,4,True,5.0,False,90.0
4101933,196.0,60.5,F,2.0,94976.83,2.0,5.0,Test,1,4,True,5.0,False,328.0
5512199,131.0,47.0,F,2.0,116516.53,6.0,9.0,Test,1,1,False,5.0,True,
9999626,113.0,35.0,M,2.0,36642.88,6.0,9.0,Test,1,1,False,2.0,False,
1272344,113.0,62.5,M,5.0,377169.29,6.0,9.0,Test,2,4,True,3.0,False,323.0
6762071,57.0,29.0,U,2.0,31566.27,0.0,3.0,Control,2,2,False,2.0,False,
2177769,97.0,44.5,U,2.0,75858.93,6.0,9.0,Test,2,4,False,8.0,True,
7893818,72.0,31.0,U,3.0,72232.82,6.0,9.0,Test,1,4,True,5.0,False,103.0
1402721,157.0,60.0,F,2.0,157810.97999999998,6.0,9.0,Control,1,0,False,1.0,False,
467409,94.0,46.5,U,2.0,29316.15,0.0,3.0,Test,1,4,True,5.0,False,436.0
6547498,134.0,29.5,M,2.0,317627.11,1.0,4.0,Test,2,4,True,7.0,True,159.0
727303,138.0,35.0,F,2.0,31235.14,0.0,3.0,Test,1,3,False,4.0,False,
7074966,136.0,32.5,M,2.0,25254.87,6.0,9.0,Test,1,4,True,5.0,False,190.0
9023601,68.0,64.5,U,2.0,32392.32,2.0,5.0,Test,1,4,True,5.0,False,366.0
3059947,327.0,62.0,F,3.0,220999.5,1.0,5.0,Control,1,2,False,7.0,True,
2898532,202.0,39.5,M,2.0,69367.43,6.0,9.0,Control,1,4,False,7.0,True,
5604350,96.0,57.5,U,2.0,26095.69,3.0,6.0,Test,1,4,True,5.0,False,146.0
6938735,199.0,76.5,F,2.0,103562.58,0.0,3.0,Test,2,4,False,4.5,True,
2946707,206.0,35.5,M,2.0,54774.98,0.0,3.0,Test,1,4,True,5.0,False,372.0
1625758,189.0,61.0,M,2.0,155282.90999999997,4.0,7.0,Test,2,4,True,5.0,True,394.0
4742814,127.0,40.0,U,2.0,168582.52999999997,5.0,8.0,Control,3,3,False,4.0,True,
5446896,172.0,31.0,F,2.0,113520.97,2.0,5.0,Test,1,4,True,5.0,False,115.0
8699444,128.0,48.5,M,2.0,33134.399999999994,0.0,3.0,Control,1,4,True,5.0,False,296.0
9769690,57.0,32.5,M,2.0,26303.05,5.0,8.0,Control,2,4,True,4.5,True,489.0
9296587,162.0,27.0,F,2.0,60959.1,6.0,9.0,Control,1,3,False,4.0,False,
9245469,189.0,48.0,F,2.0,24917.23,3.0,6.0,Test,1,2,False,8.0,True,
8267138,58.0,28.0,U,2.0,29679.8,2.0,5.0,Control,1,3,False,6.0,True,
8837677,140.0,68.5,F,2.0,239186.28,3.0,7.0,Control,1,4,True,5.0,False,249.0
4551586,178.0,33.0,F,2.0,71581.69,1.0,4.0,Test,1,0,False,1.0,False,
2736584,172.0,50.0,M,2.0,196352.56,6.0,9.0,Test,2,3,False,5.5,True,
8420487,67.0,29.5,U,2.0,32015.67,6.0,9.0,Control,1,4,True,5.0,False,218.0
5252040,68.0,34.5,U,2.0,30552.37,6.0,9.0,Test,1,4,True,5.0,False,142.0
8655291,111.0,77.0,F,2.0,125567.48,6.0,9.0,Control,2,3,False,3.0,True,
2836104,139.0,62.5,F,2.0,36907.57,3.0,6.0,Test,2,4,False,11.0,True,
1284972,167.0,62.5,U,2.0,67820.39,4.0,7.0,Control,1,4,False,12.0,True,
1869478,58.0,19.0,U,2.0,36772.35,0.0,3.0,Control,1,0,False,2.0,True,
452274,193.0,32.5,F,2.0,141815.5,1.0,4.0,Control,1,4,True,5.0,False,102.0
952673,174.0,50.0,F,2.0,29527.58,1.0,4.0,Test,2,4,True,3.5,False,178.0
5526741,189.0,41.0,F,2.0,47477.48,1.0,4.0,Test,1,4,False,7.0,True,
799503,69.0,57.0,U,2.0,32554.41,3.0,6.0,Control,1,2,False,3.0,False,
5796197,88.0,61.5,U,2.0,27985.6,0.0,3.0,Test,1,4,False,8.0,True,
1788187,45.0,23.5,U,2.0,169218.19,2.0,5.0,Control,2,4,True,3.5,False,137.0
3311618,289.0,46.5,M,2.0,128437.81,0.0,3.0,Test,1,4,True,5.0,False,235.0
1998440,259.0,46.5,F,2.0,29127.04,0.0,3.0,Test,2,4,True,3.5,True,234.0
9246756,257.0,43.0,F,2.0,314555.11,2.0,5.0,Control,1,0,False,1.0,False,
3875281,290.0,57.0,M,2.0,451319.35,3.0,6.0,Control,3,2,False,2.0,True,
7041913,219.0,57.0,F,2.0,52433.94,1.0,4.0,Test,1,1,False,3.0,True,
8529372,213.0,41.5,M,2.0,123012.59,1.0,4.0,Test,1,4,True,5.0,False,208.0
8861365,71.0,32.0,U,2.0,51056.06,6.0,9.0,Test,1,1,False,3.0,True,
5826232,166.0,34.0,M,2.0,34619.97,0.0,3.0,Test,1,2,False,9.0,True,
1053587,97.0,27.0,M,2.0,44991.0,1.0,4.0,Control,1,3,False,10.0,True,
6859092,154.0,32.5,F,2.0,111086.03,6.0,9.0,Test,1,4,True,5.0,False,91.0
5016978,151.0,30.0,M,3.0,97942.02,1.0,4.0,Test,1,4,False,7.0,True,
1506121,69.0,22.0,U,2.0,28581.65,6.0,9.0,Test,1,0,False,2.0,True,
2850940,319.0,58.5,M,3.0,286836.36,6.0,9.0,Test,1,4,False,6.0,True,
9847675,94.0,66.0,U,2.0,63935.79,6.0,9.0,Control,1,3,False,7.0,True,
7594710,67.0,33.5,U,2.0,98420.94,0.0,3.0,Test,2,4,True,3.0,False,96.0
3890873,92.0,34.5,U,2.0,82866.65,0.0,3.0,Test,1,4,True,5.0,False,169.0
2580200,160.0,33.0,F,2.0,31135.29,2.0,5.0,Control,1,2,False,3.0,False,
1417290,148.0,47.0,F,2.0,90899.75,5.0,8.0,Control,1,0,False,2.0,True,
3240957,64.0,65.0,U,2.0,39994.36,0.0,3.0,Control,1,3,False,4.0,False,
1503995,85.0,50.0,U,2.0,99506.37,6.0,9.0,Control,1,4,True,5.0,False,1068.0
3341070,103.0,37.0,U,2.0,29784.35,0.0,3.0,Control,1,4,False,7.0,True,
1293634,92.0,28.5,U,2.0,61830.97,6.0,9.0,Test,1,4,True,5.0,False,122.0
6241575,388.0,61.5,M,4.0,1211293.59,6.0,9.0,Test,5,4,False,4.4,True,
6110525,42.0,58.0,M,2.0,567313.04,2.0,5.0,Control,3,4,False,16.0,True,
7160104,52.0,43.0,U,2.0,30794.83,4.0,7.0,Control,1,4,True,5.0,False,120.0
2152611,138.0,65.5,M,3.0,67812.01999999999,6.0,9.0,Control,1,4,True,5.0,False,329.0
5022038,189.0,51.5,F,2.0,36994.94,0.0,3.0,Test,1,4,True,5.0,False,91.0
4145746,122.0,54.0,M,2.0,24296.43,5.0,8.0,Test,1,0,False,2.0,True,
4194127,82.0,49.5,U,2.0,29148.04,1.0,4.0,Control,1,4,True,5.0,False,713.0
8538371,185.0,60.0,M,2.0,99464.45,1.0,4.0,Control,2,3,False,2.0,False,
1409164,109.0,59.5,U,3.0,611990.67,6.0,9.0,Control,1,4,True,5.0,False,1152.0
5812236,193.0,66.5,F,2.0,168560.38,0.0,3.0,Test,1,4,True,5.0,False,228.0
3594779,110.0,67.5,F,2.0,144559.02000000002,6.0,9.0,Test,1,4,False,9.0,True,
8938661,94.0,27.0,U,2.0,54287.0,6.0,9.0,Control,1,0,False,1.0,False,
1179872,59.0,21.5,U,2.0,25075.9,0.0,3.0,Control,1,4,False,10.0,True,
9487294,168.0,40.0,M,2.0,41453.94,1.0,4.0,Control,1,2,False,3.0,True,
8555514,106.0,27.5,F,2.0,65015.79,1.0,4.0,Test,1,4,True,5.0,False,264.0
2791463,105.0,71.5,M,2.0,88535.33,5.0,8.0,Control,1,4,True,5.0,False,152.0
983454,91.0,65.0,M,3.0,84612.95,5.0,8.0,Control,3,4,False,1.6666666666666667,False,
3324615,67.0,28.5,F,2.0,32772.43,1.0,4.0,Test,1,4,True,5.0,False,101.0
3495757,166.0,58.0,M,2.0,38947.81,3.0,6.0,Control,1,4,False,6.0,True,
6887071,72.0,40.0,U,2.0,52029.83,3.0,6.0,Test,1,4,False,8.0,True,
3550308,139.0,51.5,M,2.0,412040.97,2.0,5.0,Test,1,4,False,7.0,True,
7218744,195.0,38.5,F,2.0,36211.08,1.0,4.0,Control,1,4,True,5.0,False,252.0
7449386,209.0,47.5,M,2.0,66894.95999999999,6.0,9.0,Test,1,4,True,5.0,False,63.0
7595038,71.0,59.5,U,2.0,46536.56,1.0,4.0,Control,1,4,True,5.0,False,1295.0
6943784,227.0,56.5,M,2.0,28091.07,4.0,7.0,Test,1,4,False,7.0,True,
4208578,72.0,25.5,U,3.0,121879.36,6.0,9.0,Test,1,4,False,13.0,True,
13735,143.0,27.5,M,2.0,119530.99,5.0,8.0,Test,1,4,False,6.0,True,
1118533,117.0,58.5,F,2.0,28314.57,6.0,9.0,Control,3,4,True,3.6666666666666665,True,263.0
954858,83.0,31.0,M,3.0,104007.09,6.0,9.0,Test,2,4,False,4.5,True,
2236448,83.0,20.0,U,2.0,37061.81,0.0,3.0,Control,1,4,True,5.0,False,173.0
4681050,73.0,45.5,U,2.0,66131.86,1.0,4.0,Test,1,4,False,6.0,True,
3966534,60.0,25.0,U,2.0,26296.6,3.0,6.0,Test,2,4,True,3.5,True,291.0
2684169,130.0,59.0,M,2.0,46956.75,1.0,4.0,Test,2,3,False,2.5,True,
8987178,70.0,23.5,U,2.0,39308.24,3.0,6.0,Control,1,4,True,5.0,False,88.0
7906167,87.0,54.5,U,2.0,43277.05,2.0,5.0,Control,2,4,False,5.0,True,
6424307,290.0,55.0,F,2.0,33680.11,0.0,4.0,Test,1,1,False,2.0,False,
4080806,263.0,27.0,F,3.0,88197.98,6.0,9.0,Control,1,3,False,6.0,True,
4374194,294.0,63.5,F,2.0,970332.61,6.0,9.0,Control,3,4,True,3.6666666666666665,True,530.0
1175592,231.0,62.5,M,3.0,689397.78,5.0,8.0,Control,1,4,True,5.0,False,289.0
16744,224.0,62.0,F,2.0,117267.04,1.0,4.0,Control,1,0,False,2.0,True,
1062828,214.0,36.5,F,2.0,26884.31,3.0,6.0,Control,1,4,True,5.0,False,212.0
1979389,95.0,70.5,U,2.0,1190869.14,6.0,9.0,Control,1,4,True,5.0,False,839.0
8180590,86.0,57.0,U,3.0,114407.48,3.0,6.0,Test,1,4,True,5.0,False,410.0
628431,166.0,57.5,M,2.0,170562.2,6.0,9.0,Control,1,4,True,5.0,False,390.0
2497235,191.0,50.5,F,3.0,83080.45,2.0,5.0,Control,1,4,True,5.0,False,323.0
7342059,57.0,73.0,U,2.0,245806.69,3.0,6.0,Control,1,1,False,4.0,True,
7443147,71.0,60.5,U,2.0,34475.34,1.0,4.0,Control,2,4,True,3.0,False,285.0
8644721,69.0,26.0,U,2.0,44795.48,2.0,5.0,Test,2,4,True,4.0,True,91.0
9716423,360.0,60.0,M,4.0,615110.16,0.0,3.0,Control,1,3,False,4.0,False,
4704745,83.0,38.0,U,2.0,40068.39,1.0,4.0,Test,1,0,False,1.0,False,
6805654,141.0,66.0,M,2.0,299533.0,2.0,5.0,Control,1,3,False,5.0,True,
2200335,46.0,33.5,U,2.0,37727.94,1.0,4.0,Test,1,4,True,5.0,False,135.0
